poll_info,year,state,Obama,Romney,Undecided,Other,poll_id,pollster,start_date,end_date,sample_subpopulation,sample_size,mode,partisanship,partisan_affiliation,days_to_election,poll_key,Trump,Clinton,Johnson,McMullin
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,49,45,4,2,16348,Franklin and Marshall College,2012-10-23,2012-10-28,Likely Voters,547,Live Phone,Nonpartisan,None,9,2012_16348_pennsylvania,NA,NA,NA,NA
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,49,43,7,NA,16212,Philadelphia Inquirer/National Research (R)/GSG (D),2012-10-23,2012-10-25,Likely Voters,600,Live Phone,Nonpartisan,None,12,2012_16212_pennsylvania,NA,NA,NA,NA
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,51,46,2,1,16155,Rasmussen,2012-10-24,2012-10-24,Likely Voters,500,Automated Phone,Nonpartisan,None,13,2012_16155_pennsylvania,NA,NA,NA,NA
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,48,45,6,NA,16045,Gravis Marketing,2012-10-21,2012-10-21,Likely Voters,887,Automated Phone,Nonpartisan,None,16,2012_16045_pennsylvania,NA,NA,NA,NA
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,49,46,NA,NA,16252,Pharos Research Group,2012-10-19,2012-10-21,Likely Voters,760,Live Phone,Nonpartisan,None,16,2012_16252_pennsylvania,NA,NA,NA,NA
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,50,45,3,2,16015,Muhlenberg,2012-10-17,2012-10-21,Likely Voters,444,Live Phone,Nonpartisan,None,16,2012_16015_pennsylvania,NA,NA,NA,NA
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,52,42,NA,6,16018,Angus-Reid,2012-10-18,2012-10-20,Likely Voters,511,Internet,Nonpartisan,None,17,2012_16018_pennsylvania,NA,NA,NA,NA
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,48,44,5,3,16029,Pulse Opinion Research/Let Freedom Ring (R),2012-10-15,2012-10-15,Likely Voters,1000,Automated Phone,Sponsor,Rep,22,2012_16029_pennsylvania,NA,NA,NA,NA
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,50,46,3,1,15818,Quinnipiac,2012-10-12,2012-10-14,Likely Voters,1519,Live Phone,Nonpartisan,None,23,2012_15818_pennsylvania,NA,NA,NA,NA
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,51,44,6,NA,15801,PPP (D),2012-10-12,2012-10-14,Likely Voters,500,Automated Phone,Pollster,Dem,23,2012_15801_pennsylvania,NA,NA,NA,NA
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,49,45,3,3,15800,Muhlenberg,2012-10-10,2012-10-14,Likely Voters,438,Live Phone,Nonpartisan,None,23,2012_15800_pennsylvania,NA,NA,NA,NA
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,45,49,2,3,15940,Susquehanna (R - Republican State Committee of Pennsylvania),2012-10-11,2012-10-13,Likely Voters,1376,Automated Phone,Sponsor,Rep,24,2012_15940_pennsylvania,NA,NA,NA,NA
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,51,44,4,1,15858,YouGov,2012-10-04,2012-10-11,Likely Voters,966,Internet,Nonpartisan,None,26,2012_15858_pennsylvania,NA,NA,NA,NA
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,51,46,1,1,15654,Rasmussen,2012-10-09,2012-10-09,Likely Voters,500,Automated Phone,Nonpartisan,None,28,2012_15654_pennsylvania,NA,NA,NA,NA
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,47,45,NA,NA,15703,Pulse Opinion Research/Let Freedom Ring (R),2012-10-08,2012-10-08,Likely Voters,1000,Automated Phone,Sponsor,Rep,29,2012_15703_pennsylvania,NA,NA,NA,NA
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,50,42,8,NA,15692,Philadelphia Inquirer/National Research (R)/GSG (D),2012-10-04,2012-10-08,Likely Voters,600,Live Phone,Nonpartisan,None,29,2012_15692_pennsylvania,NA,NA,NA,NA
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,47,45,4,3,15599,Susquehanna (R),2012-10-04,2012-10-06,Likely Voters,725,Live Phone,Pollster,Rep,31,2012_15599_pennsylvania,NA,NA,NA,NA
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,43,40,12,NA,15617,Siena,2012-10-01,2012-10-05,Likely Voters,545,Live Phone,Nonpartisan,None,32,2012_15617_pennsylvania,NA,NA,NA,NA
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,49,42,5,4,15384,Muhlenberg,2012-09-22,2012-09-26,Likely Voters,427,Live Phone,Nonpartisan,None,41,2012_15384_pennsylvania,NA,NA,NA,NA
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,54,42,2,1,15315,Quinnipiac/NYT/CBS,2012-09-18,2012-09-24,Likely Voters,1180,Live Phone,Nonpartisan,None,43,2012_15315_pennsylvania,NA,NA,NA,NA
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,52,43,3,NA,15323,Franklin and Marshall College,2012-09-18,2012-09-23,Likely Voters,392,Live Phone,Nonpartisan,None,44,2012_15323_pennsylvania,NA,NA,NA,NA
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,47,45,6,NA,15276,Susquehanna (R)/Tribune-Review,2012-09-18,2012-09-20,Likely Voters,800,Live Phone,Pollster,Rep,47,2012_15276_pennsylvania,NA,NA,NA,NA
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,48,40,6,5,15264,Mercyhurst University,2012-09-12,2012-09-20,Likely Voters,522,Live Phone,Nonpartisan,None,47,2012_15264_pennsylvania,NA,NA,NA,NA
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,51,39,7,3,15232,Rasmussen,2012-09-19,2012-09-19,Likely Voters,500,Automated Phone,Nonpartisan,None,48,2012_15232_pennsylvania,NA,NA,NA,NA
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,48,42,9,1,15157,We Ask America,2012-09-18,2012-09-18,Likely Voters,1214,Automated Phone,Nonpartisan,None,49,2012_15157_pennsylvania,NA,NA,NA,NA
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,52,40,8,NA,15398,PPP (D)/NRDC,2012-09-17,2012-09-18,Likely Voters,2051,Automated Phone,Pollster,Dem,49,2012_15398_pennsylvania,NA,NA,NA,NA
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,48,47,3,1,15203,Susquehanna (R-Republican State Committee of Pennsylvania),2012-09-15,2012-09-17,Likely Voters,800,Live Phone,Pollster,Rep,50,2012_15203_pennsylvania,NA,NA,NA,NA
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,50,41,4,5,15114,Muhlenberg,2012-09-10,2012-09-16,Likely Voters,640,Live Phone,Nonpartisan,None,51,2012_15114_pennsylvania,NA,NA,NA,NA
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,52,43,2,2,15180,YouGov,2012-09-07,2012-09-14,Likely Voters,1139,Internet,Nonpartisan,None,53,2012_15180_pennsylvania,NA,NA,NA,NA
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,50,39,11,NA,15076,Philadelphia Inquirer/National Research (R)/GSG (D),2012-09-09,2012-09-12,Likely Voters,600,Live Phone,Nonpartisan,None,55,2012_15076_pennsylvania,NA,NA,NA,NA
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,51,42,7,NA,14787,Philadelphia Inquirer,2012-08-21,2012-08-23,Likely Voters,601,Live Phone,Nonpartisan,None,75,2012_14787_pennsylvania,NA,NA,NA,NA
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,49,40,NA,NA,14748,Muhlenberg,2012-08-20,2012-08-22,Likely Voters,422,Live Phone,Nonpartisan,None,76,2012_14748_pennsylvania,NA,NA,NA,NA
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,47,42,7,NA,14673,Franklin and Marshall College,2012-08-07,2012-08-12,Registered Voters,681,Live Phone,Nonpartisan,None,86,2012_14673_pennsylvania,NA,NA,NA,NA
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,53,42,4,1,14521,Quinnipiac/NYT/CBS,2012-07-24,2012-07-30,Likely Voters,1168,Live Phone,Nonpartisan,None,99,2012_14521_pennsylvania,NA,NA,NA,NA
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,49,43,8,NA,14444,PPP (D),2012-07-21,2012-07-23,Likely Voters,758,Automated Phone,Pollster,Dem,106,2012_14444_pennsylvania,NA,NA,NA,NA
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,46,43,NA,NA,14494,Susquehanna (R),2012-07-19,2012-07-23,Likely Voters,800,Automated Phone,Pollster,Rep,106,2012_14494_pennsylvania,NA,NA,NA,NA
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,48,44,5,4,14401,Rasmussen,2012-07-18,2012-07-18,Likely Voters,500,Automated Phone,Nonpartisan,None,111,2012_14401_pennsylvania,NA,NA,NA,NA
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,47,40,13,NA,14295,We Ask America,2012-07-09,2012-07-10,Likely Voters,1227,Automated Phone,Nonpartisan,None,119,2012_14295_pennsylvania,NA,NA,NA,NA
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,49,40,NA,NA,14323,Garin-Hart-Yang (D-Priorities USA),2012-06-25,2012-07-03,Likely Voters,816,Live Phone,Sponsor,Dem,126,2012_14323_pennsylvania,NA,NA,NA,NA
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,45,39,13,4,14189,Quinnipiac,2012-06-19,2012-06-25,Registered Voters,1252,Live Phone,Nonpartisan,None,134,2012_14189_pennsylvania,NA,NA,NA,NA
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,46,40,12,2,14067,Quinnipiac,2012-06-05,2012-06-10,Registered Voters,997,Live Phone,Nonpartisan,None,149,2012_14067_pennsylvania,NA,NA,NA,NA
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,48,36,12,5,14014,Franklin and Marshall College,2012-05-29,2012-06-04,Registered Voters,412,Live Phone,Nonpartisan,None,155,2012_14014_pennsylvania,NA,NA,NA,NA
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,47,41,5,7,13876,Rasmussen,2012-05-21,2012-05-21,Likely Voters,500,Automated Phone,Nonpartisan,None,169,2012_13876_pennsylvania,NA,NA,NA,NA
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,50,42,8,NA,13866,PPP (D),2012-05-17,2012-05-20,Likely Voters,671,Automated Phone,Pollster,Dem,170,2012_13866_pennsylvania,NA,NA,NA,NA
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,47,39,8,2,13678,Quinnipiac,2012-04-25,2012-05-01,Registered Voters,1167,Live Phone,Nonpartisan,None,189,2012_13678_pennsylvania,NA,NA,NA,NA
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,45,40,4,11,13591,Muhlenberg,2012-03-23,2012-04-01,Registered Voters,492,Live Phone,Nonpartisan,None,219,2012_13591_pennsylvania,NA,NA,NA,NA
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,45,42,7,2,13370,Quinnipiac,2012-03-20,2012-03-26,Registered Voters,1232,Live Phone,Nonpartisan,None,225,2012_13370_pennsylvania,NA,NA,NA,NA
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,46,40,8,2,13251,Quinnipiac,2012-03-07,2012-03-12,Registered Voters,1256,Live Phone,Nonpartisan,None,239,2012_13251_pennsylvania,NA,NA,NA,NA
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,49,42,9,NA,13252,PPP (D),2012-03-08,2012-03-11,Likely Voters,689,Automated Phone,Pollster,Dem,240,2012_13252_pennsylvania,NA,NA,NA,NA
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,45,44,3,8,13151,Rasmussen,2012-02-08,2012-02-23,Likely Voters,438,Automated Phone,Nonpartisan,None,257,2012_13151_pennsylvania,NA,NA,NA,NA
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,48,37,6,9,13149,Muhlenberg,2012-02-15,2012-02-21,Registered Voters,625,Live Phone,Nonpartisan,None,259,2012_13149_pennsylvania,NA,NA,NA,NA
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,41,33,18,8,13150,Franklin and Marshall College,2012-02-14,2012-02-20,Registered Voters,592,Live Phone,Nonpartisan,None,260,2012_13150_pennsylvania,NA,NA,NA,NA
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,43,45,NA,NA,12835,Susquehanna (R),2012-02-02,2012-02-06,Registered Voters,800,Automated Phone,Pollster,Rep,274,2012_12835_pennsylvania,NA,NA,NA,NA
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,41,30,24,6,13432,Franklin and Marshall College,2012-01-17,2012-01-22,Registered Voters,614,Live Phone,Nonpartisan,None,289,2012_13432_pennsylvania,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,49,48,NA,NA,16657,Gravis Marketing,2012-11-04,2012-11-05,Likely Voters,1316,Automated Phone,Nonpartisan,None,1,2012_16657_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,51,44,6,NA,16672,JZ Analytics/Newsmax,2012-11-03,2012-11-05,Likely Voters,832,Internet,Sponsor,Rep,1,2012_16672_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,50,46,2,1,16665,Ipsos/Reuters (Web),2012-11-03,2012-11-05,Likely Voters,680,Internet,Nonpartisan,None,1,2012_16665_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,49,49,1,1,16632,Rasmussen,2012-11-04,2012-11-04,Likely Voters,750,Automated Phone,Nonpartisan,None,2,2012_16632_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,52,47,2,NA,16607,PPP (D),2012-11-03,2012-11-04,Likely Voters,1000,Automated Phone,Pollster,Dem,2,2012_16607_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,51,48,NA,1,16675,Angus-Reid,2012-11-02,2012-11-04,Likely Voters,572,Internet,Nonpartisan,None,2,2012_16675_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,49,44,4,3,16639,SurveyUSA,2012-11-01,2012-11-04,Likely Voters,803,IVR/Online,Nonpartisan,None,2,2012_16639_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,50,49,NA,NA,16627,The Ohio Poll/University of Cincinnati,2012-10-31,2012-11-04,Likely Voters,889,Live Phone,Nonpartisan,None,2,2012_16627_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,49,46,3,2,16591,YouGov,2012-10-31,2012-11-03,Likely Voters,1620,Internet,Nonpartisan,None,3,2012_16591_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,50,48,NA,NA,16536,Columbus Dispatch,2012-10-24,2012-11-03,Likely Voters,1501,Mail,Nonpartisan,None,3,2012_16536_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,49,45,4,1,16505,Grove Insight (D-Project New America/USAction),2012-11-01,2012-11-02,Likely Voters,500,Live Phone,Sponsor,Dem,4,2012_16505_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,47,45,4,3,16480,Ipsos/Reuters (Web),2012-10-31,2012-11-02,Likely Voters,1012,Internet,Nonpartisan,None,4,2012_16480_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,49,49,1,2,16469,Rasmussen,2012-11-01,2012-11-01,Likely Voters,750,Automated Phone,Nonpartisan,None,5,2012_16469_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,51,45,3,1,16489,NBC/WSJ/Marist,2012-10-31,2012-11-01,Likely Voters,971,Live Phone,Nonpartisan,None,5,2012_16489_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,50,47,3,1,16476,CNN,2012-10-30,2012-11-01,Likely Voters,796,Live Phone,Nonpartisan,None,5,2012_16476_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,50,46,NA,4,16475,We Ask America,2012-10-30,2012-11-01,Likely Voters,1649,Automated Phone,Nonpartisan,None,5,2012_16475_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,46,49,NA,NA,16430,Wenzel Strategies (R-Citizens United),2012-10-30,2012-10-31,Likely Voters,1281,Live Phone,Sponsor,Rep,6,2012_16430_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,50,45,4,NA,16368,PPP (D-Health Care for America Now),2012-10-29,2012-10-30,Likely Voters,600,Automated Phone,Sponsor,Dem,7,2012_16368_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,50,44,5,NA,16402,JZ Analytics/Newsmax,2012-10-28,2012-10-30,Likely Voters,826,Internet,Sponsor,Rep,7,2012_16402_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,48,46,2,4,16373,The Ohio Poll/University of Cincinnati,2012-10-25,2012-10-30,Likely Voters,1141,Live Phone,Nonpartisan,None,7,2012_16373_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,48,46,3,3,16602,Pulse Opinion Research/Let Freedom Ring (R),2012-10-29,2012-10-29,Likely Voters,1000,Automated Phone,Sponsor,Rep,8,2012_16602_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,48,45,NA,NA,16338,Grove Insight (D-Project New America/USAction),2012-10-28,2012-10-29,Likely Voters,500,Live Phone,Sponsor,Dem,8,2012_16338_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,48,45,6,2,16347,SurveyUSA,2012-10-26,2012-10-29,Likely Voters,603,IVR/Online,Nonpartisan,None,8,2012_16347_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,48,50,1,1,16262,Rasmussen,2012-10-28,2012-10-28,Likely Voters,750,Automated Phone,Nonpartisan,None,9,2012_16262_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,49,46,5,NA,16327,Pharos Research Group,2012-10-26,2012-10-28,Likely Voters,765,Live Phone,Nonpartisan,None,9,2012_16327_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,51,47,2,NA,16253,PPP (D),2012-10-26,2012-10-28,Likely Voters,718,Automated Phone,Pollster,Dem,9,2012_16253_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,50,45,4,1,16349,Quinnipiac/NYT/CBS,2012-10-23,2012-10-28,Likely Voters,1100,Live Phone,Nonpartisan,None,9,2012_16349_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,50,49,2,NA,16254,Gravis Marketing,2012-10-27,2012-10-27,Likely Voters,730,Automated Phone,Nonpartisan,None,10,2012_16254_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,49,44,7,NA,16313,Mellman (D-Americans United for Change),2012-10-23,2012-10-25,Likely Voters,600,Live Phone,Sponsor,Dem,12,2012_16313_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,50,46,4,1,16211,CNN,2012-10-23,2012-10-25,Likely Voters,741,Live Phone,Nonpartisan,None,12,2012_16211_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,46,44,8,1,16208,Purple Strategies,2012-10-23,2012-10-25,Likely Voters,600,IVR/Online,Nonpartisan,None,12,2012_16208_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,49,47,3,1,16190,ARG,2012-10-23,2012-10-25,Likely Voters,600,Live Phone,Nonpartisan,None,12,2012_16190_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,48,48,3,2,16100,Rasmussen,2012-10-23,2012-10-23,Likely Voters,750,Automated Phone,Nonpartisan,None,14,2012_16100_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,49,44,6,1,16122,Time,2012-10-22,2012-10-23,Likely Voters,742,Live Phone,Nonpartisan,None,14,2012_16122_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,46,44,9,NA,16121,Lake Research (D-USAction),2012-10-20,2012-10-23,Likely Voters,600,Live Phone,Sponsor,Dem,14,2012_16121_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,49,49,1,1,16234,Ohio Newspaper Organization/University of Cincinnati,2012-10-18,2012-10-23,Likely Voters,1015,Live Phone,Nonpartisan,None,14,2012_16234_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,47,44,6,2,16098,SurveyUSA,2012-10-20,2012-10-22,Likely Voters,609,IVR/Online,Nonpartisan,None,15,2012_16098_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,50,45,NA,NA,16251,Pharos Research Group,2012-10-19,2012-10-21,Likely Voters,810,Live Phone,Nonpartisan,None,16,2012_16251_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,47,47,5,3,16035,Suffolk,2012-10-18,2012-10-21,Likely Voters,600,Live Phone,Nonpartisan,None,16,2012_16035_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,48,48,NA,4,16008,Angus-Reid,2012-10-18,2012-10-20,Likely Voters,502,Internet,Nonpartisan,None,17,2012_16008_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,49,48,3,NA,15993,PPP (D),2012-10-18,2012-10-20,Likely Voters,523,Automated Phone,Pollster,Dem,17,2012_15993_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,50,45,3,1,16014,Quinnipiac/CBS,2012-10-17,2012-10-20,Likely Voters,1548,Live Phone,Nonpartisan,None,17,2012_16014_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,47,47,6,NA,15981,Gravis Marketing,2012-10-18,2012-10-19,Likely Voters,1943,Automated Phone,Nonpartisan,None,18,2012_15981_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,46,43,10,1,15970,FOX,2012-10-17,2012-10-18,Likely Voters,1131,Live Phone,Nonpartisan,None,19,2012_15970_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,49,48,2,1,15908,Rasmussen,2012-10-17,2012-10-17,Likely Voters,750,Automated Phone,Nonpartisan,None,20,2012_15908_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,46,47,4,3,16033,Pulse Opinion Research/Let Freedom Ring (R),2012-10-15,2012-10-15,Likely Voters,1000,Automated Phone,Sponsor,Rep,22,2012_16033_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,45,42,9,3,15905,SurveyUSA,2012-10-12,2012-10-15,Likely Voters,613,IVR/Online,Nonpartisan,None,22,2012_15905_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,51,46,3,NA,15762,PPP (D),2012-10-12,2012-10-13,Likely Voters,880,Automated Phone,Pollster,Dem,24,2012_15762_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,50,46,2,2,15855,YouGov,2012-10-04,2012-10-11,Likely Voters,851,Internet,Nonpartisan,None,26,2012_15855_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,48,47,3,2,15697,Rasmussen,2012-10-10,2012-10-10,Likely Voters,750,Automated Phone,Nonpartisan,None,27,2012_15697_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,45,46,9,NA,15698,Gravis Marketing,2012-10-06,2012-10-10,Likely Voters,1313,Automated Phone,Nonpartisan,None,27,2012_15698_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,51,45,4,1,15678,NBC/WSJ/Marist,2012-10-07,2012-10-09,Likely Voters,994,Live Phone,Nonpartisan,None,28,2012_15678_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,47,46,4,3,15723,Pulse Opinion Research/Let Freedom Ring (R),2012-10-08,2012-10-08,Likely Voters,1000,Automated Phone,Sponsor,Rep,29,2012_15723_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,45,44,8,3,15642,SurveyUSA,2012-10-05,2012-10-08,Likely Voters,808,IVR/Online,Nonpartisan,None,29,2012_15642_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,51,47,2,NA,15640,CNN,2012-10-05,2012-10-08,Likely Voters,722,Live Phone,Nonpartisan,None,29,2012_15640_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,47,48,4,1,15627,ARG,2012-10-05,2012-10-08,Likely Voters,600,Live Phone,Nonpartisan,None,29,2012_15627_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,47,48,5,NA,15588,Wenzel Strategies (R-Citizens United),2012-10-04,2012-10-05,Likely Voters,1072,Live Phone,Sponsor,Rep,32,2012_15588_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,50,49,1,1,15542,Rasmussen,2012-10-04,2012-10-04,Likely Voters,500,Automated Phone,Nonpartisan,None,33,2012_15542_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,46,47,6,1,15536,We Ask America,2012-10-04,2012-10-04,Likely Voters,1200,Automated Phone,Nonpartisan,None,33,2012_15536_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,50,43,4,3,15726,Pulse Opinion Research/Let Freedom Ring (R),2012-10-01,2012-10-01,Likely Voters,1000,Automated Phone,Sponsor,Rep,36,2012_15726_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,51,43,4,1,15482,NBC/WSJ/Marist,2012-09-30,2012-10-01,Likely Voters,931,Live Phone,Nonpartisan,None,36,2012_15482_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,49,45,7,NA,15417,PPP (D),2012-09-27,2012-09-30,Likely Voters,897,Automated Phone,Pollster,Dem,37,2012_15417_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,51,42,NA,NA,15418,Columbus Dispatch,2012-09-19,2012-09-29,Likely Voters,1662,Mail,Nonpartisan,None,38,2012_15418_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,53,43,3,1,15314,Quinnipiac/NYT/CBS,2012-09-18,2012-09-24,Likely Voters,1162,Live Phone,Nonpartisan,None,43,2012_15314_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,52,44,2,2,15288,Washington Post,2012-09-19,2012-09-23,Likely Voters,759,Live Phone,Nonpartisan,None,44,2012_15288_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,45,44,10,NA,15298,Gravis Marketing,2012-09-21,2012-09-22,Likely Voters,594,Automated Phone,Nonpartisan,None,45,2012_15298_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,48,44,8,NA,15201,Purple Strategies,2012-09-15,2012-09-19,Likely Voters,600,IVR/Online,Nonpartisan,None,48,2012_15201_ohio,NA,NA,NA,NA
